id_attack	name	type_1	type_2	type_3	type_4	type_5	value	text
5108	Jet Punch	1					30	This attack does 30 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
5109	Jet Punch	3					30	This attack does 30 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
5110	Jet Return	6	10	10			30×	Does 30 damage times the number of Energy cards attached to Pelipper. Then, put all Energy cards attached to Pelipper on top of your deck. Shuffle your deck afterward.
5111	Jet Screw	6	10	10			30+	Flip a coin. If heads, this attack does 30 damage plus 10 more damage.
5112	Jet Shoot	2	10				80	During your opponent's next turn, any damage done to Blaziken FB by attacks is increased by 40 (after applying Weakness and Resistance).
5113	Jet Shoot	2	2	10			120	During your opponent's next turn, any damage done to this Pokémon by attacks is increased by 40 (after applying Weakness and Resistance).
5114	Jet Smash	6	10	10				Choose 1 of your opponent's Pokémon. This attack does 70 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) Empoleon can't use Jet Smash during your next turn.
5115	Jet Sonic	3	3	4			80+	You may discard an Energy attached to this Pokémon. If you do, this attack does 40 more damage.
5116	Jet Woofer	5						For each Psychic Energy attached to this Pokémon, discard the top card of your opponent's deck.
5117	Jolt	10						Flip a coin. If heads, the Defending Pokémon is now Paralyzed.
5118	Jolt	10						Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.
5119	Joust	10	10				30	Before doing damage, discard all Pokémon Tool cards attached to your opponent's Active Pokémon.
5120	Joust	8					30	Before doing damage, discard a Pokémon Tool card attached to the Defending Pokémon.
5121	Judgement	5	10					Flip 2 coins. If both of them are heads, the Defending Pokémon is Knocked Out.
5122	Juggling	9	10				10×	Flip 4 coins. This attack does 10 damage times the number of heads.
5123	Juggling	5	10				10×	Flip 4 coins. This attack does 10 damage times the number of heads.
5124	Juggling	10	10				20×	Flip 4 coins. This attack does 20 damage times the number of heads.
5125	Juggling	5	10				20x	Flip 4 coins. This attack does 20 damage for each heads.
5126	Jump Catch	10						Search your deck for a Trainer card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.
5127	Jump Kick	10	10				10	Does 10 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
5128	Jump On	10	10				10+	Flip a coin. If heads, this attack does 10 damage plus 20 more damage.
5129	Jump On	10	10				20+	Flip a coin. If heads, this attack does 10 more damage.
5130	Jump On	10	10	10			50+	Flip a coin. If heads, this attack does 20 more damage.
5131	Jump On	7					10+	Flip a coin. If heads, this attack does 10 damage plus 10 more damage.
5132	Jump On	1					10+	Flip a coin. If heads, this attack does 10 damage plus 10 more damage.
5133	Jump On	3					10+	Flip a coin. If heads, this attack does 10 damage plus 10 more damage.
5134	Jump On	3					10+	Flip a coin. If heads, this attack does 10 more damage.
5135	Jump On	3	10				10+	Flip a coin. If heads, this attack does 10 damage plus 20 more damage.
5136	Jump On	4					10+	Flip a coin. If heads, this attack does 10 more damage.
5137	Jump On	4					20+	Flip a coin. If heads, this attack does 30 more damage.
5138	Jump On	10	10				10+	Flip a coin. If heads, this attack does 30 more damage.
5139	Jump On	10	10	10			40+	Flip a coin. If heads, this attack does 40 more damage.
5140	Jump Tackle	10					30	Nidorina does 10 damage to itself, and don't apply Weakness and Resistance to this damage.
5141	Jumping Balloon	10	10	10			60+	This attack does 60 more damage for each of your opponent's Pokémon-GX and Pokémon-EX in play.
5142	Jumping Balloon	10	10	10			60＋	This attack does 60 more damage for each of your opponent's Pokémon-GX and Pokémon-EX in play.
5143	Jungle Edge	3	10	10			70	
5144	Jungle Hammer	3	3	10	10		90	Heal 30 damage from this Pokémon.
5145	Jungle Heal-GX	3						Heal all damage from each of your Pokémon that has any Grass Energy attached to it. (You can't use more than 1 GX attack in a game.)
5146	Junk Hunt	7						Put 2 Item cards from your discard pile into your hand.
5147	Juxtapose	5						Flip a coin. If heads, switch the number of damage counters on Rocket's Mewtwo with the number of damage counters on the Defending Pokémon (even if it would Knock Out either Pokémon). (It's okay if 1 of the Pokémon has no damage counters on it.)
5148	Kaiser Tackle	2	2	10			180	This Pokémon does 50 damage to itself.
5149	Kaleidostorm	9	9	10			150	Move any number of Energy from your Pokémon to your other Pokémon in any way you like.
5150	Karate Chop	1	10					Damage from this attack is reduced by 10 for each damage counter on Primeape.
5151	Karate Chop	1	10					Does 40 damage minus 10 damage for each damage counter on Brock's Mankey.
5152	Karate Chop	1	10				30-	Does 30 damage minus 10 damage for each damage counter on Machop.
5153	Karate Chop	1	10				40-	Does 40 damage minus 10 damage for each damage counter on Machoke.
5154	Karate Chop	1	10				40-	Does 40 damage minus 10 damage for each damage counter on Mankey.
5155	Karate Chop	1	10	10			50-	Does 50 damage minus 10 damage for each damage counter on Sudowoodo.
5156	Karate Chop	1	10	10			70-	Does 70 damage minus 10 damage for each damage counter on this Pokémon.
5157	Karate Chop	1	1				80-	Does 80 damage minus 10 damage for each damage counter on this Pokémon.
5158	Karate Chop	1	1	10			-50	Does 50 damage minus 10 for each damage counter on Machoke.
5159	Karate Chop	1	1	10				Does 50 damage minus 10 for each damage counter on Machoke.
5160	Karate Chop	5	10				30-	Does 30 damage minus 10 damage for each damage counter on Meditite.
5161	Karate Chop	1	1				60−	This attack does 60 damage minus 10 damage for each damage counter on this Pokémon.
5162	Karate Chop	1	1				60-	This attack does 10 less damage for each damage counter on this Pokémon.
5163	Keen Eye							Search your deck for up to 2 cards and put them into your hand. Shuffle your deck afterward.
5164	Keen Eye	10	10					Search your deck for up to 2 cards and put them into your hand. Then, shuffle your deck.
5165	Kerzap	4	4				20+	Flip a coin. If heads, this attack does 20 damage plus 30 more damage to the Defending Pokémon and discard all Energy cards attached to Lt. Surge's Raichu. If tails, this attack does 20 damage.
5166	Kerzap	4	4	10			40+	Flip a coin. If heads, this attack does 40 damage plus 40 more damage to the Defending Pokémon and discard all Lightning Energy cards attached to Raichu.
5167	Kick	10					10	
5168	Kick	1					10	
5169	Kick	1					20	
5170	Kick	1	10	10			30	
5171	Kick	1	1				30	
5172	Kick	10					20	
5173	Kick Away	10					10	Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon, if any.
5174	Kick Away	10	10	10			60	Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon.
5175	Kick Away	4	10				30	Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon, if any.
5176	Kick Away	10	10	10			60	Your opponent switches their Active Pokémon with 1 of their Benched Pokémon.
5177	Kick of Righteousness	10					10+	If the Defending Pokémon is a Team Plasma Pokémon, this attack does 40 more damage.
5178	Kick Shot	10	10				30	Flip a coin. If tails, this attack does nothing.
5179	Kindle	2					10	Discard 1 Energy card attached to Blaine's Charmander in order to use this attack. If the Defending Pokémon has any Energy cards attached to it, choose 1 of them and discard it.
5180	Kindle	2					10	Discard a Fire Energy card attached to Numel and then discard an Energy card attached to the Defending Pokémon.
5181	Kindle	2	10	10			70	Discard an Energy card attached to Flareon and then discard an Energy card attached to the Defending Pokémon.
5182	Kindle	2	2	10	10		80	Discard an Energy card attached to Typhlosion ex and then discard an Energy card attached to the Defending Pokémon.
5183	Kindle	2	2				30	Discard an Energy from this Pokémon. If you do, discard an Energy from your opponent's Active Pokémon.
5184	Kindle	2	2	2			100	Discard an Energy from this Pokémon. If you do, discard an Energy from your opponent's Active Pokémon.
5185	Kindred Kick	10	10	10			70+	Flip a coin. If heads, this attack does 30 more damage.
5186	King's Drum	5	10	10			100+	If Nidoqueen is on your Bench, this attack does 100 more damage.
5187	King's Shield	8	8	10	10		50	Prevent all damage done to this Pokémon by attacks during your opponent's next turn. This Pokémon can't use King's Shield during your next turn.
5188	Knife Leaf	3	3	10			30×	Flip 3 coins. This attack does 30 damage times the number of heads.
5189	Knock Away	10					10+	Flip a coin. If heads, this attack does 10 damage plus 10 more damage.
5190	Knock Away	10					10+	Flip a coin. If heads, this attack does 20 more damage.
5191	Knock Away	10	10				20+	Flip a coin. If heads, this attack does 20 damage plus 10 more damage.
5192	Knock Away	10	10	10	10		50+	Flip a coin. If heads, this attack does 30 more damage.
5193	Knock Away	1	10				20+	Flip a coin. If heads, this attack does 20 more damage.
5194	Knock Away	3					20+	Flip a coin. If heads, this attack does 20 damage plus 10 more damage.
5195	Knock Away	8	10				10+	Flip a coin. If heads, this attack does 10 more damage.
5196	Knock Away	8	10	10			70+	Flip a coin. If heads, this attack does 20 more damage.
5197	Knock Away	5					10	Flip a coin. If heads, this attack does 10 damage plus 10 more damage.
5198	Knock Away	6	10				10+	Flip a coin. If heads, this attack does 20 more damage.
5199	Knock Away	10	10				30+	Flip a coin. If heads, this attack does 30 more damage.
5200	Knock Away	5	10				30+	Flip a coin. If heads, this attack does 30 more damage.
5201	Knock Away	10	10				30	Flip a coin. If heads, this attack does 30 more damage.
5202	Knock Back	10	10				40	Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon.
5203	Knock Back	7	7	10	10		80	Your opponent switches his or her Active Pokémon with 1 of his or her Benched Pokémon.
5204	Knock Back	1	10				20	Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon.
5205	Knock Back	1	1	10			30	If your opponent has any Benched Pokémon he or she chooses 1 of them and switches it with the Defending Pokémon. (Do the damage before switching the Pokémon.)
5206	Knock Back	8	10				50	Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon.
5207	Knock Back	5	5				50	Your opponent switches his or her Active Pokémon with 1 of his or her Benched Pokémon.
5208	Knock Down	1	1				20	Your opponent flips a coin. If tails this attack does 20 damage plus 20 more damage; if heads this attack does 20 damage.
5209	Knock Off	10						Flip a coin. If heads, choose 1 card from your opponent's hand without looking and discard it.
5210	Knock Off	10	10					Discard a random card from your opponent's hand.
5211	Knock Off	10	10	10			40	Choose 1 card from your opponent's hand without looking and discard it.
5212	Knock Off	10	10	10			50	Discard a random card from your opponent's hand.
5213	Knock Off	7						Flip a coin. If heads, choose 1 card from your opponent's hand without looking and discard it.
5214	Knock Off	7	10				10	Choose 1 card from your opponent's hand without looking and discard it.
5215	Knock Off	7	10				20	Flip a coin. If heads, discard a random card from your opponent's hand.
5216	Knock Off	1	10				20	Discard a random card from your opponent's hand.
5217	Knock Off	1	10				40	Choose 1 card from your opponent's hand without looking and discard it.
5218	Knock Off	1	10	10			60	Discard a random card from your opponent's hand.
5219	Knock Off	2	10				30	Choose 1 card from your opponent's hand without looking and discard it.
5220	Knock Off	3	10					Discard a random card from your opponent's hand.
5221	Knock Off	6	10				40	Choose 1 card from your opponent's hand without looking and discard it.
5222	Knock Off	10	10				20	Discard a random card from your opponent's hand.
5223	Knock Over	10					10	You may discard any Stadium card in play.
5224	Knock Over	10					20	You may discard any Stadium card in play.
5225	Knock Over	10	10	10			30	If there is a Stadium card in play, you may discard it.
5226	Knock Over	1	10				10	You may discard any Stadium card in play.
5227	Knock Over	1	10				40	You may discard any Stadium card in play.
5228	Knock Over	6	10				50	You may discard any Stadium card in play.
5229	Knock Over	6	6	10			40	You may discard any Stadium card in play.
5230	Knock Over	10	10	10			80	You may discard any Stadium card in play.
5231	Knockout Needle	6					10+	Flip 2 coins. If both of them are heads, this attack does 40 more damage.
5232	Knockout Needle	6	6	6			30+	Flip 2 coins. If both of them are heads, this attack does 30 damage plus 60 more damage. If 1 or both of them are tails, this attack does 30 damage.
5233	Knockout Reviver	5	10					During your opponent's next turn, if this Pokémon is Knocked Out, your opponent can't take any Prize cards for it.
5234	Knuckle Blast	1	10	10			30+	If you have more Prize cards remaining than your opponent, this attack does 60 more damage.
5235	Knuckle Claws	5	10				30	The Defending Pokémon is now Poisoned.
5236	Knuckle Down	1					30	This attack's damage isn't affected by Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.
5237	Knuckle Impact	1	1	1			160	This Pokémon can't attack during your next turn.
5238	Knuckle Punch	10					10	
5239	Knuckle Punch	10	10				20	
5240	Knuckle Punch	10	10				30	
5241	Knuckle Punch	1					10	
5242	Knuckle Punch	1					20	
5243	Knuckle Punch	1	10				20	
5244	Knuckle Punch	10	10				50	
5245	Knuckle Punch	10					20	
5246	Knuckle Punch	10	10				40	
